,window,ewm_window,sharpe_ratio
358,65,140,0.4742537728955274
359,65,145,0.47368003856214735
360,65,150,0.47369967203039015
361,65,155,0.4733427786793284
362,65,160,0.4777865022457379
363,65,165,0.4788514347066117
364,65,170,0.47839071420312773
365,65,175,0.47746410395174277
366,65,180,0.4778653781447781
367,65,185,0.4780732555528311
368,65,190,0.4796229017811392
369,65,195,0.4797744000421819
370,70,15,0.4507192999875624
371,70,20,0.43493246194409774
372,70,25,0.4438043304074823
373,70,30,0.45207958296655504
374,70,35,0.4446314570849794
375,70,40,0.4508510498771415
376,70,45,0.44770490467547835
377,70,50,0.4407006530067099
378,70,55,0.4393214160249165
379,70,60,0.4324701218258762
380,70,65,0.43560295573008834
381,70,70,0.4401708913971994
382,70,75,0.437131537502795
383,70,80,0.43933743016102983
384,70,85,0.44030185351024403
385,70,90,0.4406836847862621
386,70,95,0.4344560605943589
387,70,100,0.4347874174698733
388,70,105,0.4324827109484713
389,70,110,0.4385517464768727
390,70,115,0.4380792029154173
391,70,120,0.43600768232355186
392,70,125,0.4366664478039417
393,70,130,0.43753034990468165
394,70,135,0.43842717414615834
395,70,140,0.44423053261191525
396,70,145,0.4444230891444355
397,70,150,0.44802011771290545
398,70,155,0.4471208162285415
399,70,160,0.4486082916403464
400,70,165,0.4489550623254967
401,70,170,0.44656673587123635
402,70,175,0.44638288234707285
403,70,180,0.4470494648257935
404,70,185,0.44874999812971395
405,70,190,0.4495852408843966
406,70,195,0.44725692930454464
407,75,15,0.45651146689827976
408,75,20,0.4515497165658274
409,75,25,0.4556654799788647
410,75,30,0.44590375067513305
411,75,35,0.4505729885311305
412,75,40,0.45995883757527206
413,75,45,0.46759169932706574
414,75,50,0.4650299736500752
415,75,55,0.460510946837923
416,75,60,0.45697598149249674
417,75,65,0.46628320723344496
418,75,70,0.4620174222473186
419,75,75,0.4545278528860266
420,75,80,0.453663240794172
421,75,85,0.4510857720153325
422,75,90,0.4506817182421208
423,75,95,0.44418280297239854
424,75,100,0.4430605127287674
425,75,105,0.4435479878157933
426,75,110,0.44288134137903573
427,75,115,0.4397354504545532
428,75,120,0.4386431039193585
429,75,125,0.4401985342457363
430,75,130,0.43950906835649506
431,75,135,0.43965473237287295
432,75,140,0.4402096913216383
433,75,145,0.44390479240987646
434,75,150,0.4517623794093074
435,75,155,0.45332166665004864
436,75,160,0.453714884568741
437,75,165,0.4527516607073872
438,75,170,0.4588908130618747
439,75,175,0.45720104814988105
440,75,180,0.45707328884935733
441,75,185,0.4559273539052576
442,75,190,0.4508809987934175
443,75,195,0.451734395983741
444,80,15,0.4632170627471586
445,80,20,0.45926919598387583
446,80,25,0.46189781357580845
447,80,30,0.4535413201021968
448,80,35,0.4568189644398208
449,80,40,0.46412467064941865
450,80,45,0.4764459669389552
451,80,50,0.4725133303104646
452,80,55,0.4663197650847363
453,80,60,0.46155828560209006
454,80,65,0.47134334322021915
455,80,70,0.47235629481046726
456,80,75,0.46765404337302063
457,80,80,0.4686176213640573
458,80,85,0.4688765598783439
459,80,90,0.4523030791476802
460,80,95,0.4491919685379175
461,80,100,0.4476562123433339
462,80,105,0.4477237595940613
463,80,110,0.44532983420478284
464,80,115,0.4437506927440364
465,80,120,0.4450499206985371
466,80,125,0.44415236726849006
467,80,130,0.44259002355660876
468,80,135,0.44353896702907625
469,80,140,0.4476677029531541
470,80,145,0.44918204140277646
471,80,150,0.4495511635865099
472,80,155,0.450377787904122
473,80,160,0.45018885232319095
474,80,165,0.44928295097610227
475,80,170,0.4475913274104877
476,80,175,0.44671740359053475
477,80,180,0.44017668825735395
478,80,185,0.4403996719670405
479,80,190,0.44016246809285026
480,80,195,0.43537427941106976
481,85,15,0.42089238970228593
482,85,20,0.4053713121051286
483,85,25,0.40186002666121845
484,85,30,0.4051138363669508
485,85,35,0.4051194417029536
486,85,40,0.4095734654670123
487,85,45,0.4141862012539432
488,85,50,0.40142977036058924
489,85,55,0.40817025179749894
490,85,60,0.38821846353790174
491,85,65,0.3867169539465894
492,85,70,0.3863246702020714
493,85,75,0.3845904492823677
494,85,80,0.37833493416701147
495,85,85,0.38591384940110735
496,85,90,0.3850834896021196
497,85,95,0.40298462042473593
498,85,100,0.3994762783128751
499,85,105,0.38188090244205514
500,85,110,0.38502178057243536
501,85,115,0.37931732251208
502,85,120,0.3807110266933481
503,85,125,0.38067521992354064
504,85,130,0.38057200087125054
505,85,135,0.3844014311025843
506,85,140,0.3846976868515958
507,85,145,0.38659979834244224
508,85,150,0.38654997476892167
509,85,155,0.3866735614401682
510,85,160,0.38537037044610245
511,85,165,0.3842992157849584
512,85,170,0.3838752367010848
513,85,175,0.38271597432063936
514,85,180,0.3775041463143644
515,85,185,0.3810004349946728
516,85,190,0.3759663496052441
517,85,195,0.39372082646333934
518,90,15,0.4221438831737547
519,90,20,0.4110992273910667
520,90,25,0.40565948446013356
521,90,30,0.41266779683161614
522,90,35,0.414028143399974
523,90,40,0.4138549948468065
524,90,45,0.41780163240631896
525,90,50,0.3951648652430709
526,90,55,0.39374101951754403
527,90,60,0.3921225476799111
528,90,65,0.3790943749934967
529,90,70,0.37841894967237555
530,90,75,0.3847453430865363
531,90,80,0.38399090643585293
532,90,85,0.38309031894257234
533,90,90,0.382266400959701
534,90,95,0.37721113453862515
535,90,100,0.37594418340778263
536,90,105,0.3758056538542269
537,90,110,0.37943012146575544
538,90,115,0.378112080806461
539,90,120,0.38714172723758156
540,90,125,0.38692674076111766
541,90,130,0.38974720088354015
542,90,135,0.3897080385386158
543,90,140,0.3761637857278199
544,90,145,0.378436944495482
545,90,150,0.3780080009233113
546,90,155,0.37653835229312566
547,90,160,0.3752279032190335
548,90,165,0.36928606654116924
549,90,170,0.3702564567728869
550,90,175,0.3704611482074845
551,90,180,0.3656271249326008
552,90,185,0.36723744948015546
553,90,190,0.37881794129548213
554,90,195,0.3774675368976885
555,95,15,0.40021593564944224
556,95,20,0.4048288677217323
557,95,25,0.41826448765588625
558,95,30,0.40752741837711076
559,95,35,0.4036631857100557
560,95,40,0.40898506405348073
561,95,45,0.4114037295242303
562,95,50,0.4088591204020485
563,95,55,0.4052747991519475
564,95,60,0.38955514195614993
565,95,65,0.3876095798271939
566,95,70,0.38956079100160973
567,95,75,0.38047384667301465
568,95,80,0.3806890479484294
569,95,85,0.3746201781502954
570,95,90,0.37464508749659786
571,95,95,0.37461188509429993
572,95,100,0.3728982118234236
573,95,105,0.37569187080725036
574,95,110,0.38131191622523053
575,95,115,0.38003514182517983
576,95,120,0.38374464739499387
577,95,125,0.38402768068638365
578,95,130,0.38385237737434386
579,95,135,0.3844311548169648
580,95,140,0.3872457918603126
581,95,145,0.3872749017134973
582,95,150,0.3855357767627057
583,95,155,0.3849219162610914
584,95,160,0.38399676386420595
585,95,165,0.38377949736274736
586,95,170,0.39255017180173046
587,95,175,0.39298211527134164
588,95,180,0.3866175513689915
589,95,185,0.3808674212460593
590,95,190,0.3920280754770751
591,95,195,0.40115368831647996
592,100,15,0.4085514954463038
593,100,20,0.4195397729866351
594,100,25,0.4076395032124307
595,100,30,0.40336131946589365
596,100,35,0.4004467658094993
597,100,40,0.39942721960099176
598,100,45,0.4051173186537709
599,100,50,0.4077465984153727
600,100,55,0.4063353718844597
601,100,60,0.4086264461750918
602,100,65,0.4076399532435984
603,100,70,0.4027323315075826
604,100,75,0.4037558550637299
605,100,80,0.403242299218123
606,100,85,0.39060503231004473
607,100,90,0.3893481613579873
608,100,95,0.38927595518524843
609,100,100,0.3891831217637374
610,100,105,0.38704827674611897
611,100,110,0.39151931137657203
612,100,115,0.3937132798974843
613,100,120,0.3928041761376097
614,100,125,0.39485617553045615
615,100,130,0.39481737109635817
616,100,135,0.395984769493877
617,100,140,0.3978593857814346
618,100,145,0.39774780803320714
619,100,150,0.39664388767209724
620,100,155,0.40041639986612787
621,100,160,0.39955911866410726
622,100,165,0.4038865849922788
623,100,170,0.4043074842151503
624,100,175,0.3990293282096009
625,100,180,0.3971668470912381
626,100,185,0.3925363924363682
627,100,190,0.392468642152336
628,100,195,0.3929739519672607
629,105,15,0.40303548264794753
630,105,20,0.40020801539679635
631,105,25,0.37874110061113364
632,105,30,0.39864292689398517
633,105,35,0.39357618617316253
634,105,40,0.39538986134550225
635,105,45,0.39842722479799497
636,105,50,0.40247855765367924
637,105,55,0.40224646627587723
638,105,60,0.4001339765291358
639,105,65,0.40065438432751593
640,105,70,0.4032482650660927
641,105,75,0.4025330947219245
642,105,80,0.40297583522220454
643,105,85,0.40133140426084923
644,105,90,0.4013826354139012
645,105,95,0.4015421234146985
646,105,100,0.40146810303525765
647,105,105,0.400480232589606
648,105,110,0.4043612981250784
649,105,115,0.40319539766892776
650,105,120,0.4013747175780718
651,105,125,0.40202319886591137
652,105,130,0.3939753861611804
653,105,135,0.39402653245353764
654,105,140,0.39477139501771835
655,105,145,0.39943333877020676
656,105,150,0.39982786125599673
657,105,155,0.40238756245620266
658,105,160,0.4030565589675458
659,105,165,0.40224766565107845
660,105,170,0.40083251614353227
661,105,175,0.40125551721336117
662,105,180,0.3952138473717926
663,105,185,0.40180293345546064
664,105,190,0.40180293345546064
665,105,195,0.41199859903646957
666,110,15,0.4084123163766894
667,110,20,0.3849445910873013
668,110,25,0.3917013940150571
669,110,30,0.410923448837504
670,110,35,0.40218149513217544
671,110,40,0.4051102513240319
672,110,45,0.403159503792938
673,110,50,0.40468199162323426
674,110,55,0.4052683072739026
675,110,60,0.40734753161012965
676,110,65,0.40803767819813136
677,110,70,0.4075102152709033
678,110,75,0.41378056129601365
679,110,80,0.4137833127369096
680,110,85,0.4120127204099271
681,110,90,0.4123422630866315
682,110,95,0.41298811303588795
683,110,100,0.415063156488243
684,110,105,0.4164969569486491
685,110,110,0.4156315115463185
686,110,115,0.41679536372566744
687,110,120,0.4164733363276695
688,110,125,0.4147200705715249
689,110,130,0.4160766040166028
690,110,135,0.4206019395544495
691,110,140,0.42225133220075906
692,110,145,0.427158872097652
693,110,150,0.4272656841112159
694,110,155,0.4281658168755889
695,110,160,0.42763423855824606
696,110,165,0.42485637516262637
697,110,170,0.42485637516262637
698,110,175,0.4247129986052771
699,110,180,0.4315117849242133
700,110,185,0.4292805590300179
701,110,190,0.43918808033094725
702,110,195,0.448021989982165
703,115,15,0.39771273324383427
704,115,20,0.3947959502650626
705,115,25,0.39894466885564844
706,115,30,0.3948047526779783
707,115,35,0.39703549691637
708,115,40,0.4054056412518692
709,115,45,0.40455726313299795
710,115,50,0.4049251135424325
711,115,55,0.40669019669485784
712,115,60,0.40354118234659647
713,115,65,0.4094808507319018
714,115,70,0.40983556995246057
715,115,75,0.407648788678551
716,115,80,0.40937446706634445
717,115,85,0.41266924220403134
718,115,90,0.4119994259072716
719,115,95,0.41625088074353056
720,115,100,0.4136934114953645
721,115,105,0.4176762184151823
722,115,110,0.4175955909985537
723,115,115,0.417181099826919
724,115,120,0.4211135172981372
725,115,125,0.4194694848004607
726,115,130,0.42307871724863816
727,115,135,0.426262635866597
728,115,140,0.4260481826915395
729,115,145,0.4275441968799359
730,115,150,0.4288727951130798
731,115,155,0.42852391972807924
732,115,160,0.42850551469498804
733,115,165,0.42649480005431645
734,115,170,0.4259353662969806
735,115,175,0.42083358622440736
736,115,180,0.4473711867683499
737,115,185,0.4461114499241072
738,115,190,0.45086453054707704
739,115,195,0.45050530630452196
740,120,15,0.3932589767677314
741,120,20,0.3984302747944349
742,120,25,0.3888108960434611
743,120,30,0.3778221275052638
744,120,35,0.37763309259107836
745,120,40,0.3950851597705744
746,120,45,0.39345486977081745
747,120,50,0.39197004596671436
748,120,55,0.39272500158689155
749,120,60,0.3921211507744476
750,120,65,0.3982537435869692
751,120,70,0.3976556609606453
752,120,75,0.3959078640485718
753,120,80,0.3941268874076017
754,120,85,0.3943999551780784
755,120,90,0.3976432337130593
756,120,95,0.39787202470547384
757,120,100,0.40014304892952923
758,120,105,0.4050975284283605
759,120,110,0.4048643873539595
760,120,115,0.41183060442354485
761,120,120,0.413402682537238
762,120,125,0.41024713505829413
763,120,130,0.4102047284655466
764,120,135,0.41284043185792857
765,120,140,0.4136261776723859
766,120,145,0.4147529700599745
767,120,150,0.41599768539816434
768,120,155,0.41605967714380016
769,120,160,0.41623299265771946
770,120,165,0.41379508615046956
771,120,170,0.42663415801790755
772,120,175,0.43381451261030984
773,120,180,0.4335387506119046
774,120,185,0.4416725761373531
775,120,190,0.44110792662283643
776,120,195,0.4370857247291724
777,125,15,0.40051463555142003
778,125,20,0.39861310654489035
779,125,25,0.391878562183054
780,125,30,0.39099200171695886
781,125,35,0.3711305766289507
782,125,40,0.3748048270857599
783,125,45,0.38573762700223824
784,125,50,0.39149250231957894
785,125,55,0.39235728827394095
786,125,60,0.39685104247880204
787,125,65,0.39706302235170043
788,125,70,0.39484953345882046
789,125,75,0.3951624353464023
790,125,80,0.3931805098569091
791,125,85,0.39624519127907676
792,125,90,0.3977608102679754
793,125,95,0.4006303651833702
794,125,100,0.40134890732543177
795,125,105,0.4080195387862612
796,125,110,0.40654402262864536
797,125,115,0.40764545298153415
798,125,120,0.40654458503024193
799,125,125,0.40603865088020274
800,125,130,0.40570930744376416
801,125,135,0.40705572477503077
802,125,140,0.40848233357865543
803,125,145,0.41032188014923554
804,125,150,0.4156873714167678
805,125,155,0.41531581133890894
806,125,160,0.42950942451906754
807,125,165,0.4268292090236336
808,125,170,0.42281043974883353
809,125,175,0.4335714940808883
810,125,180,0.43372203409736737
811,125,185,0.4408321537238032
812,125,190,0.4408261415705681
813,125,195,0.4408261415705681
814,130,15,0.3979461363185541
815,130,20,0.40068654607055104
816,130,25,0.38950143274149385
817,130,30,0.38778733390421133
818,130,35,0.3810054772431527
819,130,40,0.38358468559672276
820,130,45,0.38248257016177495
821,130,50,0.3760958363818532
822,130,55,0.3760741259113359
823,130,60,0.3748840611703624
824,130,65,0.3765798258779576
825,130,70,0.37661254513917314
826,130,75,0.3751787180417419
827,130,80,0.37551419180832574
828,130,85,0.37913873926017577
829,130,90,0.3784898260735956
830,130,95,0.3872331671616316
831,130,100,0.38689708785818017
832,130,105,0.3856461202211052
833,130,110,0.38607816956674296
834,130,115,0.38594801165229825
835,130,120,0.38719116160410505
836,130,125,0.38576079761411247
837,130,130,0.38717532404794963
838,130,135,0.3867631492864025
839,130,140,0.38915927597237826
840,130,145,0.3983961104956748
841,130,150,0.4023102135102913
842,130,155,0.402805988780323
843,130,160,0.40090613190430946
844,130,165,0.40060351155035145
845,130,170,0.407191423908569
846,130,175,0.40723144155703395
847,130,180,0.40621020625112003
848,130,185,0.41265900744300155
849,130,190,0.41271435356291675
850,130,195,0.4141494242249925
851,135,15,0.39671189559085795
852,135,20,0.39752902807074697
853,135,25,0.3913919747661062
854,135,30,0.3875619868737267
855,135,35,0.3795555032562504
856,135,40,0.3921504805029577
857,135,45,0.3896046333572476
858,135,50,0.38926183366705414
859,135,55,0.3885385030082489
860,135,60,0.38832266316593966
861,135,65,0.38879821344308435
862,135,70,0.39080694005417205
863,135,75,0.38831540651190094
864,135,80,0.3945191036930011
865,135,85,0.3970926098307525
866,135,90,0.3997761843145586
867,135,95,0.4003990257396034
868,135,100,0.40009818448968004
869,135,105,0.39980153949691294
870,135,110,0.39964779700613157
871,135,115,0.40031432556073276
872,135,120,0.4000949369435532
873,135,125,0.3990851920273368
874,135,130,0.41015146208561176
875,135,135,0.4101808036128352
876,135,140,0.4121692614065588
877,135,145,0.41660296195712465
878,135,150,0.4153021282776682
879,135,155,0.4138805766752431
880,135,160,0.4131171999549566
881,135,165,0.4131619479889156
882,135,170,0.42042190783669176
883,135,175,0.4206182895113616
884,135,180,0.42701934989354784
885,135,185,0.42701798196589147
886,135,190,0.4285479052103111
887,135,195,0.42912924683662534
888,140,15,0.4060943213902963
889,140,20,0.4025764205853893
890,140,25,0.40398527681241925
891,140,30,0.4011923587539234
892,140,35,0.3968787133658942
893,140,40,0.3969502404920984
894,140,45,0.39429088244998706
895,140,50,0.3944537943103255
896,140,55,0.3943241888600972
897,140,60,0.39749201866729694
898,140,65,0.3975665292358612
899,140,70,0.3968383435982467
900,140,75,0.4003013205010634
901,140,80,0.40007181550562665
902,140,85,0.40583154869026666
903,140,90,0.4058179268784838
904,140,95,0.405342628626142
905,140,100,0.40545219153548384
906,140,105,0.4051415080623646
907,140,110,0.4053426245905336
908,140,115,0.4053861768098015
909,140,120,0.41502920835718193
910,140,125,0.41505121404311635
911,140,130,0.4145502516619262
912,140,135,0.41581365522687613
913,140,140,0.4199412006179137
914,140,145,0.4204454240812693
915,140,150,0.4206286112262981
916,140,155,0.41841459785229185
917,140,160,0.41830469958397076
918,140,165,0.4156286456697061
919,140,170,0.42669418105820567
920,140,175,0.4346442207969149
921,140,180,0.4333371897504715
922,140,185,0.4348598825908819
923,140,190,0.4347474459247593
924,140,195,0.4346650753617777
925,145,15,0.4151940338031876
926,145,20,0.41111849875877904
927,145,25,0.4098895019221573
928,145,30,0.40235626370536676
929,145,35,0.40605686453817286
930,145,40,0.40435909069222753
931,145,45,0.40577432419547604
