,window,ewm_window,sharpe_ratio
932,145,50,0.4062049961715812
933,145,55,0.40427145341225873
934,145,60,0.4060284120905196
935,145,65,0.4068619641325554
936,145,70,0.4066361578468746
937,145,75,0.40673923348374147
938,145,80,0.41034585934834644
939,145,85,0.4115286189684683
940,145,90,0.4111892498803683
941,145,95,0.411143715746562
942,145,100,0.41003405483967054
943,145,105,0.41041724973074745
944,145,110,0.4108892239294396
945,145,115,0.42073061630027275
946,145,120,0.42126296141145175
947,145,125,0.41965118526148837
948,145,130,0.421367712234891
949,145,135,0.42542551778827836
950,145,140,0.4262536805157268
951,145,145,0.4269172672119246
952,145,150,0.42569629908643364
953,145,155,0.42421944493784686
954,145,160,0.42028339631590667
955,145,165,0.4320902262480489
956,145,170,0.4318749778082295
957,145,175,0.4395735007844221
958,145,180,0.4410011837129298
959,145,185,0.44079138406425916
960,145,190,0.43908127961971677
961,145,195,0.4388100160686504
962,150,15,0.40897636876449356
963,150,20,0.4099671188745804
964,150,25,0.4071011959776082
965,150,30,0.4013916347711222
966,150,35,0.40651351940395475
967,150,40,0.4028656236926653
968,150,45,0.4045046417527949
969,150,50,0.40531363181929053
970,150,55,0.4034386779379401
971,150,60,0.40358738592955057
972,150,65,0.40565484171435556
973,150,70,0.4031395711035746
974,150,75,0.40882704499624895
975,150,80,0.41010139862224004
976,150,85,0.40863587829975284
977,150,90,0.4092294083408222
978,150,95,0.4080897011823838
979,150,100,0.40808581503588315
980,150,105,0.4079779455709904
981,150,110,0.4176188026470265
982,150,115,0.4186575145638036
983,150,120,0.41819957557721815
984,150,125,0.41893790977971845
985,150,130,0.4242952245563074
986,150,135,0.42414493309458273
987,150,140,0.4236234087161571
988,150,145,0.4238261869339437
989,150,150,0.4218385879527817
990,150,155,0.4162727146783229
991,150,160,0.4271158160119512
992,150,165,0.42791752166717045
993,150,170,0.4366607729720754
994,150,175,0.4355064518194126
995,150,180,0.4371787888465955
996,150,185,0.4367422736106399
997,150,190,0.4373422461384937
998,150,195,0.4463224600075128
999,155,15,0.36019317354393415
1000,155,20,0.36042568502379146
1001,155,25,0.3570003186292716
1002,155,30,0.3518252028016034
1003,155,35,0.35527849101256953
1004,155,40,0.35601041451610765
1005,155,45,0.35579671946049
1006,155,50,0.35508618176766876
1007,155,55,0.3553006639770151
1008,155,60,0.3560310892710135
1009,155,65,0.355479080565452
1010,155,70,0.3562700308736591
1011,155,75,0.36122526215709655
1012,155,80,0.36069234883845913
1013,155,85,0.3594733119130034
1014,155,90,0.3589729937323149
1015,155,95,0.3587608415097705
1016,155,100,0.35807482108891997
1017,155,105,0.36762675535836703
1018,155,110,0.3684901133963291
1019,155,115,0.3694003796690341
1020,155,120,0.37353547547800486
1021,155,125,0.37355867772128
1022,155,130,0.37148749354264254
1023,155,135,0.37162778855337036
1024,155,140,0.37165325573150215
1025,155,145,0.37105585806383423
1026,155,150,0.37028704686067226
1027,155,155,0.3759751659506329
1028,155,160,0.38359154138874446
1029,155,165,0.3841657990790722
1030,155,170,0.38349611749064855
1031,155,175,0.3848922890095053
1032,155,180,0.38485514769895535
1033,155,185,0.3851664352824504
1034,155,190,0.39421358111336424
1035,155,195,0.3940282343991841
1036,160,15,0.3648565162672834
1037,160,20,0.36612453090518593
1038,160,25,0.3651518119378601
1039,160,30,0.36400397014195696
1040,160,35,0.3632484694856872
1041,160,40,0.36270030675870935
1042,160,45,0.36232254806254477
1043,160,50,0.36224588132064683
1044,160,55,0.3642835648118975
1045,160,60,0.3626084280172163
1046,160,65,0.36186368995036977
1047,160,70,0.36904519895669563
1048,160,75,0.36785220500603244
1049,160,80,0.36671402178569673
1050,160,85,0.36667004504987094
1051,160,90,0.36607967205160435
1052,160,95,0.36561720989194413
1053,160,100,0.37518297380426413
1054,160,105,0.37855304627169367
1055,160,110,0.37857559880496033
1056,160,115,0.3798224711516038
1057,160,120,0.38005648707461215
1058,160,125,0.3794717018063857
1059,160,130,0.3794906138735429
1060,160,135,0.3792328600564517
1061,160,140,0.3787546931695742
1062,160,145,0.37895580137539736
1063,160,150,0.3839914677594008
1064,160,155,0.3917819389867235
1065,160,160,0.39178965080107525
1066,160,165,0.39105051458800594
1067,160,170,0.3916542602241857
1068,160,175,0.39317596526480175
1069,160,180,0.3937402206270507
1070,160,185,0.4028135756398499
1071,160,190,0.4023121599943206
1072,160,195,0.3985051072517032
1073,165,15,0.36968183483339334
1074,165,20,0.3724213082589613
1075,165,25,0.37113757941129827
1076,165,30,0.3666799805424928
1077,165,35,0.36761449011246683
1078,165,40,0.3682825796958909
1079,165,45,0.36636627782819187
1080,165,50,0.36662191482324763
1081,165,55,0.36755137264654414
1082,165,60,0.3682819165325174
1083,165,65,0.3737411371850831
1084,165,70,0.3724330974883099
1085,165,75,0.37182216226021475
1086,165,80,0.3704515029120294
1087,165,85,0.37012668249080843
1088,165,90,0.3698826366420189
1089,165,95,0.38280675626915006
1090,165,100,0.38361419841565586
1091,165,105,0.3851730374745531
1092,165,110,0.3862530885613714
1093,165,115,0.3852141158268314
1094,165,120,0.38465301519916895
1095,165,125,0.38434142338027305
1096,165,130,0.3842180467283495
1097,165,135,0.3839121298061634
1098,165,140,0.38430362909547333
1099,165,145,0.3906721324972747
1100,165,150,0.3971434591318371
1101,165,155,0.3976338278592496
1102,165,160,0.397435887689421
1103,165,165,0.39672109499456487
1104,165,170,0.39748362652417685
1105,165,175,0.40876408945116105
1106,165,180,0.4088401033211603
1107,165,185,0.4080837305582753
1108,165,190,0.40438214402360506
1109,165,195,0.40473474469240983
1110,170,15,0.3493243662562974
1111,170,20,0.34830617609948655
1112,170,25,0.3481894231919437
1113,170,30,0.343135177416185
1114,170,35,0.34461583244213767
1115,170,40,0.34437597283049143
1116,170,45,0.3430289306627458
1117,170,50,0.3458733775565297
1118,170,55,0.3457225602843409
1119,170,60,0.3486844310391801
1120,170,65,0.34879464596276427
1121,170,70,0.3479253315395568
1122,170,75,0.3482686804371649
1123,170,80,0.3479733875805773
1124,170,85,0.3479038044264494
1125,170,90,0.35980938295118636
1126,170,95,0.36011441601051697
1127,170,100,0.36181143030566765
1128,170,105,0.3629544455398098
1129,170,110,0.3617663558518937
1130,170,115,0.36156703484986485
1131,170,120,0.3604213229422855
1132,170,125,0.360336347804603
1133,170,130,0.36032534459893495
1134,170,135,0.3606097326537512
1135,170,140,0.3736893205728202
1136,170,145,0.37409157113986635
1137,170,150,0.3735610311656223
1138,170,155,0.373417234791161
1139,170,160,0.37267083306792764
1140,170,165,0.37314750607955655
1141,170,170,0.38406315969567884
1142,170,175,0.38353837663200296
1143,170,180,0.38367805181537146
1144,170,185,0.38027368860621424
1145,170,190,0.380335972422496
1146,170,195,0.380378303140434
1147,175,15,0.3508278963567493
1148,175,20,0.3484976925551391
1149,175,25,0.3478435359959964
1150,175,30,0.34197459805671665
1151,175,35,0.3458179640218662
1152,175,40,0.34453453407867796
1153,175,45,0.34461002999678414
1154,175,50,0.3468923143030721
1155,175,55,0.3464312622704722
1156,175,60,0.3497444490055116
1157,175,65,0.34803991107124116
1158,175,70,0.34816388064907833
1159,175,75,0.34912917702083385
1160,175,80,0.34896692396870943
1161,175,85,0.36103585254229636
1162,175,90,0.36180274455589534
1163,175,95,0.362299278588604
1164,175,100,0.3627910679958567
1165,175,105,0.36367125656643534
1166,175,110,0.36195265699020945
1167,175,115,0.36041810830608906
1168,175,120,0.36132111759217855
1169,175,125,0.3613669829071719
1170,175,130,0.3613788786927503
1171,175,135,0.37451585477313376
1172,175,140,0.37493150088210636
1173,175,145,0.37482982485133276
1174,175,150,0.37407327076278374
1175,175,155,0.37363654386294015
1176,175,160,0.3831581142893712
1177,175,165,0.38315112417210345
1178,175,170,0.3844285488221626
1179,175,175,0.3814129813129586
1180,175,180,0.38143449199037355
1181,175,185,0.38123823190091033
1182,175,190,0.3932887627638182
1183,175,195,0.395502476321902
1184,180,15,0.35197672708599353
1185,180,20,0.3502208727930613
1186,180,25,0.3486625434325205
1187,180,30,0.3445175254089776
1188,180,35,0.34521898349897073
1189,180,40,0.34532304196043223
1190,180,45,0.3475999418886137
1191,180,50,0.34918417920330524
1192,180,55,0.3501611149761599
1193,180,60,0.34987022766657383
1194,180,65,0.3495576593075169
1195,180,70,0.35045105362844214
1196,180,75,0.3614007397697589
1197,180,80,0.36243806334821166
1198,180,85,0.36241388640459193
1199,180,90,0.3626853959691781
1200,180,95,0.3636079666150681
1201,180,100,0.3637805954401117
1202,180,105,0.3619200643019881
1203,180,110,0.3620207970463612
1204,180,115,0.3621225674701881
1205,180,120,0.3623850450230804
1206,180,125,0.3623896209028428
1207,180,130,0.370291094271688
1208,180,135,0.3756266643275623
1209,180,140,0.3761981999635104
1210,180,145,0.37619399852815927
1211,180,150,0.37452741137248624
1212,180,155,0.3839998818218025
1213,180,160,0.383661714642524
1214,180,165,0.38031026422360403
1215,180,170,0.3820003212331805
1216,180,175,0.39423491915635855
1217,180,180,0.39387449801529295
1218,180,185,0.3939435632336711
1219,180,190,0.39400310251468834
1220,180,195,0.392749102148705
1221,185,15,0.37853280379324417
1222,185,20,0.3780752228566158
1223,185,25,0.3739920834840025
1224,185,30,0.3686504231636374
1225,185,35,0.36856792985110753
1226,185,40,0.3725380593665421
1227,185,45,0.3725886350915722
1228,185,50,0.3742309196079207
1229,185,55,0.37381174803456824
1230,185,60,0.3730872476278319
1231,185,65,0.3726183656804674
1232,185,70,0.3872476464950781
1233,185,75,0.3879620797773556
1234,185,80,0.3869786051185289
1235,185,85,0.38714788459983934
1236,185,90,0.3883177106394042
1237,185,95,0.38680555359929397
1238,185,100,0.3864128317438727
1239,185,105,0.3875196988632566
1240,185,110,0.3877756475545283
1241,185,115,0.38823253904850646
1242,185,120,0.38823253904850646
1243,185,125,0.3889623576306707
1244,185,130,0.3935293277534784
1245,185,135,0.4030636901078425
1246,185,140,0.4031682759720266
1247,185,145,0.401330403111077
1248,185,150,0.3967047281038472
1249,185,155,0.4063696512286913
1250,185,160,0.4198843617785325
1251,185,165,0.41988306878498555
1252,185,170,0.4213960315960629
1253,185,175,0.4221865028118482
1254,185,180,0.42189622412117816
1255,185,185,0.42199246006470253
1256,185,190,0.4211139449969321
1257,185,195,0.42248480540320416
1258,190,15,0.4109934906159266
1259,190,20,0.40925834205554673
1260,190,25,0.40227285580080596
1261,190,30,0.3957853074212232
1262,190,35,0.393544383725025
1263,190,40,0.3927926622407878
1264,190,45,0.3958627787965378
1265,190,50,0.3958892619208385
1266,190,55,0.39252298983321027
1267,190,60,0.40779664729581805
1268,190,65,0.40877057062409566
1269,190,70,0.40909190617214697
1270,190,75,0.40833468063821693
1271,190,80,0.4088760631270272
1272,190,85,0.40813565496330295
1273,190,90,0.4077927114382278
1274,190,95,0.4063645204023958
1275,190,100,0.4078890287530005
1276,190,105,0.40798891356367023
1277,190,110,0.40891208227869114
1278,190,115,0.4085670643227647
1279,190,120,0.4087442320124474
1280,190,125,0.4179211396570112
1281,190,130,0.4242935187782599
1282,190,135,0.42375807403484334
1283,190,140,0.4342631825780494
1284,190,145,0.4360491111238423
1285,190,150,0.443896764424834
1286,190,155,0.4432099374173623
1287,190,160,0.4421423542665626
1288,190,165,0.4430465064307628
1289,190,170,0.44556970992265277
1290,190,175,0.44559324958830426
1291,190,180,0.44662973112158394
1292,190,185,0.44607474437788525
1293,190,190,0.446927280850823
1294,190,195,0.43699626471520225
1295,195,15,0.463485717867035
1296,195,20,0.46286769047627724
1297,195,25,0.4606506486028527
1298,195,30,0.414896122388169
1299,195,35,0.39961296249177847
1300,195,40,0.40413360685136673
1301,195,45,0.3541689126890427
1302,195,50,0.3679983506517178
1303,195,55,0.3682609563674751
1304,195,60,0.36819502292414136
1305,195,65,0.3675359599010763
1306,195,70,0.35159727008547953
1307,195,75,0.3498149205425142
1308,195,80,0.3500941072880474
1309,195,85,0.35022162379914606
1310,195,90,0.35030228852125195
1311,195,95,0.34964748959434555
1312,195,100,0.35079133200974744
1313,195,105,0.35122278977503957
1314,195,110,0.35126182868153377
1315,195,115,0.350688651016221
1316,195,120,0.3508161614272921
1317,195,125,0.367933141746392
1318,195,130,0.3743144117569162
1319,195,135,0.3732405583268574
1320,195,140,0.3731589548814378
1321,195,145,0.3733226955122911
1322,195,150,0.38004698997643693
1323,195,155,0.38082122026057996
1324,195,160,0.3799117242485085
1325,195,165,0.37920970250727926
1326,195,170,0.38212494801374014
1327,195,175,0.3825288209744226
1328,195,180,0.3750256307291382
1329,195,185,0.3738272551390381
1330,195,190,0.36218041602174733
1331,195,195,0.3623226886355915
